CIK,Ticker,Name
50493,IMKTA,Ingles Markets Inc
1058811,IMMR,Immersion Corp
722830,IMMU,Immunomedics
1014111,IMN,Imation Corp
1364962,IMPV,Imperva Inc
1056386,INAP,Internap Network Services Corp
936538,INCR,Inc Research Holdings Inc
776901,INDB,Independent Bank
1113148,INFI,Infinity Pharmaceuticals
1138639,INFN,Infinera Corp
1018710,INGN,Inogen Inc
1517650,ININ,Interactive Intelligence
1497645,INN,Summit Hotel Properties
1104506,INSM,Insmed Inc
1516479,INSY,Insys Therapeutics Inc
913760,INTL,Intl Fcstone Inc
1294924,INVN,Invensense Inc
1350381,INWK,Innerworkings
866609,IO,ION Geophysical Corp
822663,IPAR,Inter Parfums
1195933,IPCC,Infinity Property and Casualty Corp
1160958,IPHI,Inphi Corp
1364099,IPHS,Innophos Holdings
1421461,IPI,Intrepid Potash Inc
1003642,IPXL,Impax Laboratories
1292653,IQNT,Inteliquent Inc
1159167,IRBT,Irobot Corp
923284,IRC,Inland Real Estate Corp
1418819,IRDM,Iridium Communications Inc
798359,IRET,Investors Real Estate Trust
1466085,IRT,Independence Realty Trust Inc
1446847,IRWD,Ironwood Pharmaceuticals
1326807,ISBC,Investors Bancorp
51548,ISCA,International Speedway Corp
1096325,ISIL,Intersil Corp
863015,ISLE,Isle of Capri Casinos
719209,ISRL,Isramco Inc
1567514,ITCI,Intra-Cellular Ther
920424,ITG,Investment Technology Group
780571,ITRI,Itron Inc
742112,IVC,Invacare Corp
1437071,IVR,Invesco Mortgage Capital Inc
807882,JACK,Jack In The Box Inc
1009829,JAKK,Jakks Pacific
880117,JBSS,John B. Sanfilippo & Son
1433660,JBT,John Bean Technologies Corp
1084048,JCOM,J2 Global Communications Inc
1580185,JGW,Jgwpt Holdings Inc
1462633,JIVE,Jive Software Inc
785956,JJSF,J & J Snack Foods
1316898,JMBA,Jamba Inc
1065865,JNS,Janus Capital Group Inc
745308,JOE,St. Joe Company
1573166,JONE,Jones Energy Inc
788329,JOUT,Johnson Outdoors Inc
1325177,JRVR,James River Group Holdings Ltd
886346,KAI,Kadant Inc
811596,KALU,Kaiser Aluminum Corp
54381,KAMN,Kaman Corp
795266,KBH,KB Home
1569391,KCG,Kcg Holdings Inc
54473,KCLI,Kansas City Life Insurance Company
318996,KEG,Key Energy Services
1114220,KERX,Keryx Biopharmaceuticals
1487101,KEYW,The Keyw Holding Corp
930420,KFRC,Kforce Inc
56679,KFY,Korn/Ferry International
1056285,KIRK,Kirkland's Inc
1100270,KKD,Krispy Kreme Doughnuts
1141185,KMG,KMG Chemicals
860748,KMPR,Unitrin
1060009,KND,Kindred Healthcare
1011570,KNL,Knoll Inc
929452,KNX,Knight Transportation
31235,KODK,Eastman Kodak
1265572,KONA,Kona Grill
1315257,KOP,Koppers Holdings Inc
771266,KOPN,Kopin Corp
1503802,KPTI,Karyopharm Therapeutics Inc
1321646,KRA,Kraton Performance Polymers Inc
1286043,KRG,Kite Realty Group Trust
1295664,KRNY,Kearny Financial
1257640,KRO,Kronos Worldwide Inc
1069258,KTOS,Kratos Defense & Security Solutions
1007587,KVHI,Kvh Industries
1408100,KW,Kennedy-Wilson Holdings Inc
81362,KWR,Quaker Chemical Corp
819220,LABL,Multi-Color Corp
1023128,LAD,Lithia Motors
57515,LANC,Lancaster Colony Corp
703604,LAWS,Lawson Products
846901,LBAI,Lakeland Bancorp
1425205,LBIO,Lion Biotechnologies Inc
902274,LBY,Libbey Inc
57725,LCI,Lannett Co Inc
874396,LCUT,Lifetime Brands
60977,LDL,Lydall Inc
825410,LDR,Landauer Inc
1348324,LDRH,Ldr Holding Corp
889331,LFUS,Littelfuse
1126956,LG,Laclede Group
1580670,LGIH,LGI Homes Inc
886163,LGND,Ligand Pharmaceuticals Inc
1303313,LHCG,LHC Group
1053532,LHO,Lasalle Hotel Properties
1302676,LIFE,Atyr Pharma Inc
822662,LION,Fidelity Southern Corp
1058299,LIOX,Lionbridge Technologies
920465,LJPC,La Jolla Pharma
721994,LKFN,Lakeland Financial Corp
1396033,LL,Lumber Liquidators Holdings Inc
1391127,LLNW,Limelight Networks
1158895,LMAT,Lemaitre Vascular
1342423,LMNR,Limoneira Co
1033905,LMNX,Luminex Cor
1520744,LMOS,Lumos Networks Corp
57528,LNCE,Snyder's Lance Inc
1005286,LNDC,Landec Corp
836157,LNN,Lindsay Corp
1383871,LOCK,Lifelock Inc
1420302,LOGM,Logmein Inc
1434588,LOPE,Grand Canyon Education
1006269,LORL,Loral Space and Communications
1102993,LPSN,Liveperson Inc
60519,LPX,Louisiana-Pacific Corp
1235468,LQDT,Liquidity Services
1157408,LRN,K12 Inc
855658,LSCC,Lattice Semiconductor Corp
887905,LTC,Ltc Properties
1029730,LTS,Ladenburg Thalmann Financial Inc
814586,LWAY,Lifeway Foods
910108,LXP,Lexington Realty Trust
60714,LXU,Lsb Industries Inc
763532,LYTS,Lsi Industries Inc
57131,LZB,La-Z-Boy Inc
1274792,MACK,Merrimack Pharmaceuticals Inc
1056696,MANH,Manhattan Associates
892537,MANT,Mantech International Corp
937556,MASI,Masimo Corp
63296,MATW,Matthews International Corp
1541927,MATX,Matson Inc
1139812,MBFI,MB Financial Inc
814585,MBI,MBIA Inc
1590976,MBUU,Malibu Boats Inc
726517,MBVT,Merchants Bancshares
1042729,MBWM,Mercantile Bank Corp
1071993,MCF,Contango Oil & Gas Company
1224133,MCHX,Marchex Inc
907242,MCRI,Monarch Casino & Resort
62234,MCS,Marcus Corp
1254419,MDAS,Medassets Inc
773141,MDC,M.D.C. Holdings
876883,MDCA,M.D.C. Partners Inc
1113481,MDCO,The Medicines Company
1138776,MDGN,Medgenics Inc. Common Stock
65011,MDP,Meredith Corp
708819,MDR,McDermott International
1453814,MDSO,Medidata Solutions
1376339,MDXG,Mimedx Group Inc
910329,MED,Medifast Inc
216539,MEG,Media General
701811,MENT,Mentor Graphics Corp
1085706,METR,Metro Bancorp Inc
830916,MFLX,Multi-Fineline Electronix
1419852,MFRM,Mattress Firm Holding Corp
1436126,MG,Mistras Group Inc
1161728,MGEE,Mge Energy Inc
1273931,MGI,Moneygram International
19411,MGLN,Magellan Health Services
1125345,MGNX,Macrogenics Inc
835011,MGPI,MGP Ingredients
752714,MGRC,Mcgrath Rentcorp
1342126,MHGC,Morgans Hotel Group Co
1412100,MHLD,Maiden Hldgs Ltd
799292,MHO,M/I Homes
911109,MINI,Mobile Mini
1514281,MITT,Ag Mortgage Investment Trust
1049502,MKSI,Mks Instruments
1490660,MKTO,Marketo Inc
1278021,MKTX,Marketaxess Holdings
724004,MLAB,Mesa Laboratories
66382,MLHR,Herman Miller
89439,MLI,Mueller Industries
914712,MLNK,Moduslink Global Solutions Inc
924822,MLR,Miller Industries
1578732,MMI,Marcus & Millichap
1032220,MMS,Maximus Inc
856982,MMSI,Merit Medical Systems
899460,MNKD,Mannkind Corp
67625,MNR,Monmouth Real Estate Investment Corp
876427,MNRO,Monro Muffler Brake
1235010,MNTA,Momenta Pharmaceuticals
769592,MOBL,Mobileiron Inc
67347,MOD,Modine Manufacturing Company
1118417,MODN,Model N Inc. Common Stock
1412665,MOFG,Midwestone Financial Group
1179929,MOH,Molina Healthcare Inc
72573,MOV,Movado Group Inc
918251,MPAA,Motorcar Parts of America
1204560,MPG,Metaldyne Performance Group Inc
1287865,MPW,Medical Properties Trust
1280452,MPWR,Monolithic Power Systems
1129155,MPX,Marine Products Corp
1517990,MRC,Mrc Global Inc
1049521,MRCY,Mercury Computer Systems
1389002,MRIN,Marin Sotfware Incorporated
1260968,MRLN,Marlin Business Services
799167,MRTN,Marten Transport
1576263,MRTX,Mirati Therapeutics Inc
66570,MSA,Msa Safety Inc
310568,MSCC,Microsemi Corp
66004,MSEX,Middlesex Water Company
720002,MSFG,Mainsource Financial Group
1050446,MSTR,Microstrategy Inc
1520006,MTDR,Matador Resources Company
876437,MTG,Mgic Investment Corp
1516973,MTGE,American Capital Mortgage Inves
833079,MTH,Meritage Corp
812011,MTN,Vail Resorts
1113256,MTOR,Arvinmeritor
1104657,MTRN,Brush Wellman Inc
866273,MTRX,Matrix Service Company
68709,MTSC,MTS Systems Corp
1493594,MTSI,M/A-Com Technology Solutions Ho
928421,MTSN,Mattson Technology
891014,MTX,Minerals Technologies Inc
15615,MTZ,Mastec Inc
884217,MW,Men's Wearhouse
1350593,MWA,Mueller Water Products
1020416,MWW,Monster Worldwide
1288469,MXL,Maxlinear Inc
1577095,MYCC,Clubcorp Holdings Inc
69488,MYE,Myers Industries
899923,MYGN,Myriad Genetics
1088436,MYRG,Myr Group
704532,NANO,Nanometrics Inc
1336249,NAO,Nordic American Offshore Ltd
1301106,NATL,National Interstate Corp
275053,NATR,Nature's Sunshine Products
808450,NAV,Navistar International Corp
810509,NAVB,Navidea Biopharmaceuticals Inc
793547,NAVG,The Navigators Group
714530,NBBC,Newbridge Bancorp
1475841,NBHC,National Bank Holdings Corp
914475,NBIX,Neurocrine Biosciences
790359,NBTB,NBT Bancorp Inc
789933,NC,Nacco Industries
1019737,NCI,Navigant Consulting
1377630,NCMI,National Cinemedia
794487,NCOM,National Commerce Corp
883902,NCS,NCI Building Systems
1275158,NDLS,Noodles & Company
1077183,NEO,Neogenomics Inc
711377,NEOG,Neogen Corp
1579684,NEWM,New Media Investment Group Inc
225263,NEWP,Newport Corp
1373561,NEWS,Newstar Financial
1493225,NFBK,Northfield Bancorp
1084991,NGS,Natural Gas Services Group
1547459,NGVC,Natural Grocers By Vitamin Cottage Inc
1047335,NHC,National Healthcare Corp
877860,NHI,National Health Investors
1091171,NILE,Blue Nile Inc
356309,NJR,Newjersey Resources Corp
796534,NKSH,National Bankshares
906709,NKTR,Nektar Therapeutics
72162,NL,NL Industries
1126234,NLNK,Newlink Genetics Corp
1078207,NLS,Nautilus Group
1452751,NMBL,Nimble Storage Inc
1547903,NMIH,Nmi Holdings Inc
1437260,NNA,Navios Maritime Acquisition Corp
918541,NNBR,NN Inc
1258602,NNI,Nelnet Inc
1296435,NP,Neenah Paper
700733,NPBC,National Penn Bancshares
80172,NPK,National Presto Industries
1164863,NPO,Enpro Industries
1227025,NPTN,Neophotonics Corp
71829,NR,Newpark Resources
70487,NRCIA,National Research Corp
1556593,NRZ,New Residential Investment Corp
932696,NSIT,Insight Enterprises
1520566,NSM,Nationstar Mortgage Holdngs I
1000753,NSP,Insperity Inc
1265888,NSR,Neustar Inc
1401708,NSTG,Nanostring Technologies Inc
1078075,NTCT,Netscout Systems
1122904,NTGR,Netgear Inc
1216596,NTK,Nortek Inc
1328571,NTLS,Ntelos Holdings
1096376,NTRI,Nutrisystem Inc
1050007,NUTR,Nutraceutical International Corp
1142596,NUVA,Nuvasive Inc
1000694,NVAX,Novavax Inc
724910,NVEC,Nve Corp
1532961,NVEE,Nv5 Holdings Inc
1292519,NVIV,Invivo Therapeutics Holdings
1471265,NWBI,Northwest Bancshares
1574596,NWHM,New Home Co Llc
70684,NWLI,National Western Life Insurance
73020,NWN,Northwest Natural Gas Company
1001385,NWPX,Northwest Pipe Company
1423221,NX,Quanex Building Products Corp
1142417,NXST,Nexstar Broadcasting Group
1333170,NXTM,Nxstage Medical
1567683,NYLD,NRG Yield Inc
1273685,NYMT,New York Mortgage Trust
906780,NYNY,Empire Resorts
71691,NYT,New York Times Company
1486159,OAS,Oasis Petroleum Inc
1004702,OCFC,Oceanfirst Financial
1110647,OCLR,Oclaro Inc
873860,OCN,Ocwen Financial Corp
74046,ODC,Oil-Dri Corporation of America
1030469,OFG,Oriental Financial Group
884624,OFIX,Orthofix International N.V.
1317945,OFLX,Omega Flex
1587732,OGS,One Gas Inc
1121484,OIS,Oil States International
914374,OKSB,Southwest Bancorp
1297968,OLED,Universal Display Corp
74303,OLN,Olin Corp
712770,OLP,One Liberty Properties
926326,OMCL,Omnicell Inc
1053650,OME,Omega Protein Corp
1302573,OMED,Oncomed Pharmaceuticals Inc
1285819,OMER,Omeros Corp
75252,OMI,Owens & Minor
1090061,OMN,Omnova Solutions Inc
707179,ONB,Old National Bancorp Capital
1425919,ONCE,Spark Therapeutics Inc
1412067,ONTY,Oncothyreon Inc
1497253,ONVO,Organovo Holdings
1410939,OPHT,Ophthotech Corp
1101152,OPWR,Opower Inc
791963,OPY,Oppenheimer Holdings
1296445,ORA,Ormat Technologies
1361983,ORBC,Orbcomm Inc
1518621,ORC,Orchid Island Capital Inc. Com
1382911,OREX,Orexigen Therapeutics
1483195,ORIT,Oritani Financial
1402829,ORN,Orion Marine Group Inc
357173,OSBC,Old Second Bancorp
1360886,OSIR,Osiris Therapeutics
1039065,OSIS,Osi Systems
1130713,OSTK,Overstock.Com
1116463,OSUR,Orasure Technologies
1466593,OTTR,Otter Tail Corp
941604,OUTR,Outerwall Inc
1544227,OVAS,Ovascience Inc
1106851,OVTI,Omnivision Technologies
1586049,OXFD,Oxford Immunotec Global Plc
75288,OXM,Oxford Industries
1038205,OZRK,Bank of The Ozarks
1299130,PACB,Pacific Biosciences of California
76605,PATK,Patrick Industries
1295947,PBH,Prestige Brand Holdings
1195734,PBPB,Potbelly Corp
77449,PBY,Pep Boys-Manny Moe & Jack
1084717,PCBK,Pacific Continental Corporation [Ore]
1050377,PCCC,PC Connection
1338749,PCH,Potlatch Corp
1359555,PCO,Pendrell Corp
1396814,PCRX,Pacira Pharmaceuticals
1005972,PCTY,Paylocity Holding Corp
50471,PCYG,Park City Group
77877,PDCE,Pdc Energy Inc
1120914,PDFS,Pdf Solutions Inc
882104,PDLI,Pdl Biopharma
1474098,PEB,Pebblebrook Hotel Trust
318300,PEBO,Peoples Bancorp Inc
1013857,PEGA,Pegasystems Inc
1561660,PEGI,Pattern Energy Group Inc
77281,PEI,Pennsylvania Real Estate Investment
778164,PEIX,Pacific Ethanol
921738,PENN,Penn National Gaming
900349,PERY,Perry Ellis International Inc
1040130,PETS,Petmed Express
1509190,PETX,Aratana Therapeutics Inc
1056943,PFIS,Peoples Finl Svcs Co
1212458,PFPT,Proofpoint Inc
1178970,PFS,Provident Financial Services
1568669,PFSI,Pennymac Financial Services In
1095315,PFSW,Pfsweb Inc
1050743,PGC,Peapack-Gladstone Financial Corp
1284807,PGEM,Ply Gem Holdings Inc
835887,PGNX,Progenics Pharmaceuticals Inc
1354327,PGTI,Pgt Industries
77776,PHH,Phh Corp
315131,PHX,Panhandle Royalty Company
830122,PICO,Pico Holdings Inc
1365754,PIR,Pier 1 Imports
1230245,PJC,Piper Jaffray Companies
76321,PKD,Parker Drilling Company
76267,PKE,Park Electrochemical Corp
76282,PKOH,Park-Ohio Holdings
729237,PKY,Parkway Properties
810136,PLAB,Photronics
1297633,PLAY,Dave and Buster's Entertainment
1041859,PLCE,The Children's Place Retail Stores
1010552,PLCM,Polycom Inc
1041379,PLKI,Popeyes Louisiana Kitchen Inc
1287213,PLOW,Douglas Dynamics
80035,PLPC,Preformed Line Products Company
914025,PLT,Plantronics
1093691,PLUG,Plug Power Inc
1022408,PLUS,Eplus Inc
785786,PLXS,Plexus Corp
1388195,PMC,Pharmerica Corp
1464423,PMT,Pennymac Mortgage Investment Trust
1115055,PNFP,Pinnacle Financial Partners
356213,PNK,Pinnacle Entertainment
1108426,PNM,PNM Resources Inc
78460,PNY,Piedmont Natural Gas Company
1145197,PODD,Insulet Corp
1122976,POL,Polyone Corp
945841,POOL,Pool Corp
784977,POR,Portland General Electric Company
1530950,POST,Post Holdings Inc
833640,POWI,Power Integrations
80420,POWL,Powell Industries
882154,POWR,Powersecure International Inc
1059790,POZN,Pozen Inc
1028918,PPBI,Pacific Premier Bancorp Inc
704562,PPHM,Peregrine Pharmaceuticals Inc
1185348,PRAA,Portfolio Recovery Associates
1085869,PRFT,Perficient Inc
876167,PRGS,Progress Software Corp
1475922,PRI,Primerica Inc
805676,PRK,Park National Corp
1443669,PRLB,Proto Labs Inc
1392972,PRO,Pros Holdings
1220754,PRSC,The Providence Service Corp
1559053,PRTA,Prothena Corporation Plc
1014653,PRTK,Paratek Pharmaceuticals Inc
799729,PRXL,Parexel International Corp
866368,PSB,Business Parks
1137091,PSIX,Power Solutions Inte
1041803,PSMT,Pricesmart Inc
1507277,PSTB,Park Sterling Bank
1070081,PTCT,Ptc Therapeutics Inc
1269021,PTLA,Portola Pharmaceuticals Inc
798287,PTSI,P.A.M. Transportation Services
1024126,PTX,Pernix Therapeutics Holdings Inc
77159,PVA,Penn Virginia Corp
889936,PVTB,Privatebancorp
716605,PWOD,Penns Woods Bancorp
1399249,PZN,Pzena Investment Management Inc
901491,PZZA,Papa John's International
906465,QCRH,Qcr Holdings
353569,QDEL,Quidel Corp
918386,QLGC,Qlogic Corp
1305294,QLIK,Qlik Technologies Inc
1107843,QLYS,Qualys Inc
1117297,QNST,Quinstreet Inc
708818,QSII,Quality Systems
709283,QTM,Quantum Corp
1577368,QTS,Qts Realty Trust Inc
1481792,QUAD,Quad Graphics Inc
1320854,RAIL,Freightcar America
1515673,RARE,Ultragenyx Pharmaceutical Inc
1045425,RAS,Rait Financial Trust
1518222,RATE,Bankrate Inc
82166,RAVN,Raven Industries
921557,RBCAA,Republic Bancorp
1568832,RCAP,RCS Capital Corp
933036,RCII,Rent-A-Center Inc
95052,RDEN,Elizabeth Arden
716634,RDI,Reading International Inc
890926,RDN,Radian Group Inc
1084765,RECN,Resources Connection
1405682,REGI,Renewable Energy Group Inc
800458,RENT,Rentrak Corp
1555039,RESI,Altisource Residential Corporat
887921,REV,Revlon Inc
744187,REX,Rex American Resources Corporation
83402,REXI,Resource America
1571283,REXR,Rexford Industrial Realty Inc
1397516,REXX,Rex Energy Corp
730272,RGEN,Repligen Corp
1505512,RGLS,Regulus Therapeutics Inc
95029,RGR,Sturm Ruger & Company
716643,RGS,Regis Corp
1528849,RH,Restoration Hardware Holdings
1040829,RHP,Gaylord Entertainment Company
1034842,RIGL,Rigel Pharmaceuticals
1159154,RJET,Republic Airways Holdings
1294016,RKUS,Ruckus Wireless Inc
1327471,RLD,Reald Inc
1171155,RLGT,Radiant Logistics
84246,RLI,Rli Corp
1511337,RLJ,Rlj Lodging Trust
1416792,RLYP,Relypsa Inc
1519401,RM,Regional Managment Corp
1581091,RMAX,Re/Max Holdings Inc
917273,RMBS,Rambus Inc
1041024,RMTI,Rockwell Medical Technologies
1162112,RNET,Rignet Inc
1384905,RNG,Ringcentral Inc
715072,RNST,Renasant Corp
1046327,RNWK,Realnetworks
912562,ROCK,Gibraltar Industries
847480,ROG,Rogers Corp
1324948,ROLL,RBC Bearings Inc
1424454,ROVI,Rovi Corp
1311538,ROX,Castle Brands
1286225,RP,Realpage Inc
842183,RPT,Ramco-Gershenson Properties Trust
1203944,RPTP,Raptor Pharmaceutical
1509432,RPXC,Rpx Corp
1171759,RRGB,Red Robin Gourmet Burgers
1440024,RRTS,Roadrunner Transportation Systems Inc
1528558,RSE,Rouse Properties Inc. Common S
1332551,RSO,Resource Capital
1588216,RSPP,Rsp Permian Inc
1019361,RSTI,Rofin-Sinar Technologies
790528,RT,Ruby Tuesday
1094392,RTEC,Rudolph Technologies
1100441,RTIX,Rti Biologics
868725,RTK,Rentech Inc
1438533,RTRX,Retrophin Inc
1324272,RUTH,Ruth's Hospitality Group
930236,RWT,Redwood Trust
1439288,RXN,Rexnord Corp
1087934,SAAS,Incontact
812128,SAFM,Sanderson Farms
1172052,SAFT,Safety Insurance Group
1043509,SAH,Sonic Automotive
1571123,SAIC,Science Applications Internatio
1475274,SALE,Retailmenot Inc
949870,SAM,Boston Beer Company
1350970,SANM,Sanmina-Sci Corp
824410,SASR,Sandy Spring Bancorp
730708,SBCF,Seacoast Banking Corporation of Florida
912752,SBGI,Sinclair Broadcast Group
1492298,SBRA,Sabra Healthcare REIT Inc
705432,SBSI,Southside Bancshares
1557255,SBY,Silver Bay Realty Trust Corp
1411574,SCAI,Surgical Care Affiliates Inc
866729,SCHL,Scholastic Corp
912603,SCHN,Schnitzer Steel Industries
94049,SCL,Stepan Company
880771,SCLN,Sciclone Pharmaceuticals
1365216,SCMP,Sucampo Pharmaceuticals
1158172,SCOR,Comscore Inc
1050825,SCS,Steelcase Inc
918965,SCSC,Scansource Inc
827187,SCSS,Select Comfort Corp
895447,SCVL,Shoe Carnival
1019671,SEAC,Seachange International
1564902,SEAS,Seaworld Entertainment Inc. Co
88121,SEB,Seaboard Corp
1320414,SEM,Select Medical Holdings Corp
1489136,SEMG,Semgroup Corp
88948,SENEA,Seneca Foods
720672,SF,Stifel Financial Corp
86115,SFE,Safeguard Scientifics
1125920,SFLY,Shutterfly
90498,SFNC,Simmons First National Corp
1553588,SFXE,Sfx Entertainment Inc
886136,SGA,Saga Communications
95574,SGC,Superior Uniform Group
802301,SGI,Silicon Graphics International Corp
1454389,SGM,Stonegate Mortgage Corp
1001233,SGMO,Sangamo Biosciences
750004,SGMS,Scientific Games Corp
1369786,SGNT,Sagent Pharmaceuticals Inc
904080,SGY,Stone Energy Corp
1347613,SGYP,Synergy Pharmaceuticals Inc
354963,SHEN,Shenandoah Telecommunications Co
87565,SHLM,A. Schulman
1295810,SHO,Sunstone Hotel Investors
913241,SHOO,Steven Madden
1388133,SHOR,Shoretel Inc
230557,SIGI,Selective Insurance Group
790715,SIGM,Sigma Designs
1537667,SIR,Select Income REIT Common Share
91928,SJI,South Jersey Industries
766829,SJW,SJW Corp
1423542,SKUL,Skullcandy Inc
793733,SKYW,Skywest Inc
1038074,SLAB,Silicon Laboratories
1524741,SLCA,U.S. Silica Holdings Inc
1375365,SMCI,Super Micro Computer
93389,SMP,Standard Motor Products
884940,SMRT,Stein Mart Inc
88941,SMTC,Semtech Corp
1528837,SN,Sanchez Energy Corp
944508,SNAK,Inventure Foods
1017793,SNBC,Sun Bancorp
1017906,SNC,State National Companies Inc
1131554,SNCR,Synchronoss Technologies
1024795,SNHY,Sun Hydraulics Corp
1123979,SNMX,Senomyx Inc
1587755,SNOW,Intrawest Resorts Holdings Inc
95366,SNR,New Senior Investment Group Inc
1157601,SNTA,Synta Pharmaceuticals
1177394,SNX,Synnex Corp
868611,SONC,Sonic Corp
1105472,SONS,Sonus Networks
1123333,SP,SP Plus Corporation
92679,SPA,Sparton Corp
789132,SPNC,The Spectranetics Corp
831547,SPPI,Spectrum Pharmaceuticals
1229195,SPSC,Sps Commerce
877422,SPTN,Spartan Stores
1082526,SQI,Sciquest Inc
1076481,SQNM,Sequenom Inc
34782,SRCE,1St Source Corp
924717,SRDX,Surmodics Inc
1310114,SREV,Servicesource International In
1043337,SRI,Stoneridge Inc
850261,SRNE,Sorrento Therapeutics
873303,SRPT,Sarepta Therapeutics Inc
920371,SSD,Simpson Manufacturing Company
1137046,SSE,Seventy Seven Energy Inc
1072048,SSI,Stage Stores
1180079,SSNI,Silver Spring Networks Inc. Co
832428,SSP,E.W. Scripps Company
944314,SSS,Sovran Self Storage
1549346,SSTK,Shutterstock Inc
915735,SSYS,Stratasys Ltd
718937,STAA,Staar Surgical Company
1479094,STAG,STI Inc
1391672,STAR,Istar Financial Inc
719220,STBA,S&T Bancorp
1497275,STBZ,State Bank Finl Corp
94344,STC,Stewart Information Services Corp
1574815,STCK,Stock Building Supply Holdings
815065,STE,Steris Corp
874977,STFC,State Auto Financial Corp
93451,STL,Sterling Bancorp
1264587,STML,Stemline Therapeutics Inc
1082923,STMP,Stamps.Com Inc
1075658,STOR,Store Capital Corpstore Capital
1013934,STRA,Strayer Education
1574460,STRP,Straight Path Communications In
933034,STRT,Strattec Security Corp
912593,SUI,Sun Communities
95552,SUP,Superior Industries International
1356576,SUPN,Supernus Pharmaceuticals Inc
95521,SVU,Supervalu Inc
931948,SWC,Stillwater Mining Company
1492691,SWFT,Swift Transportation Company
1092796,SWHC,Smith & Wesson Holding Corp
1000623,SWM,Schweitzer-Mauduit International
92416,SWX,Southwest Gas Corp
1514705,SXC,Suncoke Energy Inc
310354,SXI,Standex International Corp
310142,SXT,Sensient Technologies Corp
1403385,SYA,Symetra Financial Corp
835324,SYBT,S.Y. Bancorp
1010612,SYKE,Sykes Enterprises Inc
817720,SYNA,Synaptics Inc
1040426,SYNT,Syntel Inc
1413507,SYRG,Synergy Resources Cp
945114,SYX,Systemax Inc
1311230,SZYM,Solazyme Inc
1331745,TAL,Tal International Group
1069183,TASR,Taser International
809248,TAST,Carrols Restaurant Group
1092289,TAT,Transatlantic Petroleum Ltd
1528930,TAX,Jth Holding Inc
1295401,TBBK,The Bancorp
768899,TBI,Trueblue Inc
1447051,TBNK,Territorial Bancorp Inc
1077428,TCBI,Texas Capital Bancshares
356171,TCBK,Trico Bancshares
1411688,TCS,The Container Store Group Inc
98222,TDW,Tidewater Inc
1094285,TDY,Teledyne Technologies Inc
790703,TECD,Tech Data Corp
1024725,TEN,Tenneco Automotive
1022705,TESO,Tesco Corp
1489979,TFM,The Fresh Market
850429,TG,Tredegar Corp
1001316,TGTX,Tg Therapeutics
714562,THFF,First Financial Corporation Indiana
1183765,THLD,Threshold Pharmaceuticals
1489096,THR,Thermon Group Holdings Inc
1320695,THS,Treehouse Foods
715787,TILE,Interface
1324189,TIS,Orchids Paper Products Company
845696,TISI,Team Inc
1409171,TITN,Titan Machinery Inc
1088825,TIVO,Tivo Inc
1524025,TLYS,Tilly's Inc
1082754,TMH,Team Health Holdings
1562476,TMHC,Taylor Morrison Home Corporatio
1005817,TMP,Tompkinstrustco
1474439,TNAV,Telenav Inc
97134,TNC,Tennant Company
1438133,TNDM,Tandem Diabetes Care Inc
1182325,TNGO,Tangoe Inc
1485469,TOWR,Tower International
1091973,TPC,Tutor Perini Corp
1561680,TPH,Tri Pointe Homes Inc. Common S
1281922,TPLM,Triangle Petroleum Corp
1576018,TPRE,Third Point Reinsurance Ltd. Co
98677,TR,Tootsie Roll Industries
96869,TRC,Tejon Ranch Company
1434621,TREE,Tree.Com
1069878,TREX,Trex Company
934648,TRK,Speedway Motorsports
36146,TRMK,Trustmark Corp
1476150,TRNO,Terreno Realty Corp
1213037,TROV,Trovagene Inc
1530804,TROX,Tronox Inc
103096,TRR,Trc Companies
842633,TRS,Trimas Corp
357301,TRST,Trustco Bank Corp NY
1019650,TRUE,Truecar Inc
1429560,TRVN,Trevena Inc
876378,TRXC,Transenterix Inc
1380846,TSC,Tristate Capital Holdings Inc
1261694,TSRA,Tessera Technologies
1491576,TSRO,Tesaro Inc
1111665,TSYS,Telecommunication Systems
1013880,TTEC,Teletech Holdings
831641,TTEK,Tetra Tech
1293282,TTGT,Techtarget
844965,TTI,Tetra Technologies
1116942,TTMI,TTM Technologies
1373707,TTPH,Tetraphase Pharmaceuticals Inc
1552800,TTS,Tile Shop Holdings Inc
946581,TTWO,Take-Two Interactive Software
878726,TUES,Tuesday Morning
1535031,TUMI,Tumi Holdings Inc
899751,TWI,Titan International
100378,TWIN,Twin Disc Inc
25743,TXMD,Therapeuticsmd Inc
1289460,TXRH,Texas Roadhouse
1565337,TXTR,Textura Corp
860731,TYL,Tyler Technologies
1385292,TYPE,Monotype Imaging Holdings Inc
1133311,TZOO,Travelzoo Inc
1308208,UACL,Universal Truckload Services
1514128,UAM,Universal American Financial
1029800,UBA,Urstadt Biddle Properties Inc
1405049,UBNK,United Financial Bancorp Inc
1511737,UBNT,Ubiquiti Networks Inc
886948,UBSH,Union First Market Bankshares Corp
729986,UBSI,United Bankshares
857855,UCBI,United Community Banks
707886,UCFC,United Community Financial
1275014,UCTT,Ultra Clean Holdings
1334933,UEC,Uranium Energy
101984,UEIC,Universal Electronics Inc
101199,UFCS,United Fire Group Inc
100726,UFI,Unifi Inc
912767,UFPI,Universal Forest Products
798783,UHT,Universal Health Realty Income Trust
1401521,UIHC,United Insurance Hld
746838,UIS,Unisys Corp
101382,UMBF,UMB Financial Corp
752642,UMH,Umh Properties
